p	E	Mean edge participation	Std edge participation	Largest cycle size	Mean cycle size	Std cycle size	Number of cycles	Number cycle connected components	Number of TR edges	Longest path	Number of nodes	Number of edges	Balance	Balance_norm	Number_diamonds	Number_mixers	Largest eigenvalue M_C	Largest eigenvalue A_C	Mean cycle height	Std cycle height	Mean stretch	eigenvalue_ratio	Largest M_C by corr size
2	976	2.012903226	3.579488334	9	5.652173913	1.094466808	276	1	775	11	500	775	0.161416677	0.122979886	174	102	81.1858768	75.4184477	3.235875316	1.275156088	3.996376812	0.928960192	20.2964692
2	945	1.62697274	3.341193893	9	5.727272727	1.122030823	198	1	697	8	500	697	0.148977052	0.116805517	148	50	70.56722277	64.87057246	2.232633878	0.84141926	3.621212121	0.919273423	14.11344455
2	986	1.978535354	3.458380814	8	5.348122867	0.898408657	293	1	792	10	500	792	0.14231246	0.111353339	183	110	65.72846977	60.17020189	3.750751666	1.06124111	3.709897611	0.915435915	16.43211744
2	977	2.017902813	3.100975294	8	5.575971731	1.034931601	283	1	782	11	500	782	0.163350163	0.124786282	141	142	59.76668485	54.03034679	3.723582366	1.251746974	4.268551237	0.904021144	14.94167121
3	1419	2.338074398	3.226079283	7	5.14939759	0.810677761	415	1	914	13	500	914	0.139762598	0.108994999	207	208	65.67545195	60.35015953	4.611026965	1.619376602	4.780722892	0.918915024	16.41886299
3	1434	2.437433155	3.187222122	8	5.22706422	0.84933952	436	1	935	12	500	935	0.142082151	0.109980992	215	221	59.6950568	54.32434198	4.977069681	1.564923627	4.782110092	0.910030828	14.9237642
3	1401	2.360477742	3.434563001	8	5.151658768	0.791384052	422	1	921	11	500	921	0.145438358	0.112863118	209	213	67.9280801	62.5095529	3.87535545	1.18155312	3.883886256	0.920231409	16.98202003
3	1434	2.332233223	2.952440315	7	5.170731707	0.841092177	410	1	909	13	500	909	0.145069582	0.111880089	193	217	53.99706487	48.51688743	5.313066202	1.403995787	4.675609756	0.898509716	13.49926622
3	1418	2.248868778	3.31240109	8	5.163636364	0.850806965	385	1	884	12	500	884	0.138082255	0.109235205	211	174	62.13277627	56.90078771	4.593661101	1.435808519	4.363636364	0.91579342	12.42655525
3	1437	2.341963323	3.111137668	8	5.072429907	0.841053346	428	1	927	11	500	927	0.135319065	0.106111339	221	207	52.8624898	47.65895563	4.843827882	1.508328645	4.359813084	0.901564717	13.21562245
3	1442	2.32664437	2.72551289	8	5.243718593	0.81345361	398	1	897	13	500	897	0.164594402	0.124856894	149	249	50.36797751	45.00166228	6.408632448	1.507331685	4.814070352	0.893457798	10.0735955
3	1434	2.224971879	3.261564288	7	5.071794872	0.781172268	390	1	889	13	500	889	0.131219738	0.103315137	198	192	70.27772467	65.28181819	4.774346764	1.457564262	4.576923077	0.928911949	14.05554493
3	1410	2.341436464	3.319704462	8	5.219211823	0.875909306	406	1	905	12	500	905	0.139096572	0.10943632	222	184	53.81763609	48.63755862	4.617517007	1.227068063	4.130541872	0.903747585	10.76352722
